SOURCE,PATH,PURPOSE,CURRENT_CANONICAL_EQUIVALENT,UNIQUE_VALUE,RUNTIME_RELEVANCE,PROVENANCE_RELEVANCE,DECISION,EVIDENCE,SHA256
RETIRED,app\api\products\route.ts,Executable source or utility,app/api/products/route.ts,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,2cbd169a7c20581316c69a80eee0a489fb37110e4224d93a4d959423c8ec1f20
RETIRED,app\api\sales-orders\route.ts,Executable source or utility,app/api/sales-orders/route.ts,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,9050b3dddaa4e4353a78d0c93761fed7fe539c1ddc6a4b53425481cc16521aaf
RETIRED,app\api\suppliers\route.ts,Executable source or utility,app/api/suppliers/route.ts,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,dce7c5a36f6f67b507c62ac47e43cd33e5c239028d7876348d0085b6e617b675
RETIRED,app\api\workflow\route.ts,Executable source or utility,app/api/workflow/route.ts,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,bd193aa7c9e7f364a840cb14e1d0f2d62193060da836f440ccfbca2129592c80
RETIRED,app\js\script.js,Executable source or utility,app\js\script.js,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\customer\commands\customer-command.ts,Executable source or utility,application\customer\commands\customer-command.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\customer\queries\customer-query.ts,Executable source or utility,application\customer\queries\customer-query.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\customer\workflows\customer-workflow.ts,Executable source or utility,application\customer\workflows\customer-workflow.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\inventory\commands\inventory-command.ts,Executable source or utility,application\inventory\commands\inventory-command.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\inventory\queries\inventory-query.ts,Executable source or utility,application\inventory\queries\inventory-query.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\inventory\workflows\inventory-workflow.ts,Executable source or utility,application\inventory\workflows\inventory-workflow.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\logistics\commands\logistics-command.ts,Executable source or utility,application\logistics\commands\logistics-command.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\logistics\queries\logistics-query.ts,Executable source or utility,application\logistics\queries\logistics-query.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\logistics\workflows\logistics-workflow.ts,Executable source or utility,application\logistics\workflows\logistics-workflow.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\product\commands\product-command.ts,Executable source or utility,application\product\commands\product-command.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\product\queries\product-query.ts,Executable source or utility,application\product\queries\product-query.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\product\workflows\product-workflow.ts,Executable source or utility,application\product\workflows\product-workflow.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\quality\commands\quality-command.ts,Executable source or utility,application\quality\commands\quality-command.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\quality\queries\quality-query.ts,Executable source or utility,application\quality\queries\quality-query.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\quality\workflows\quality-workflow.ts,Executable source or utility,application\quality\workflows\quality-workflow.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\supplier\commands\supplier-command.ts,Executable source or utility,application\supplier\commands\supplier-command.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\supplier\queries\supplier-query.ts,Executable source or utility,application\supplier\queries\supplier-query.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,application\supplier\workflows\supplier-workflow.ts,Executable source or utility,application\supplier\workflows\supplier-workflow.ts,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,canonical\brain.py,Cognitive/brain capability,brain.py,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Three-way AST proof: donor-only functions/classes=0; canonical brain is active and larger.,93d584896dfb3c5ecd18ab2fa42708ba6fa0ee84a1c14460758add901c543673
RETIRED,canonical\classification_report_v2.json,"Evidence, inventory, or historical decision context",canonical\classification_report_v2.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,71aba269be1b344e2af532597e67891e81dd7acb2fb0c05713bf23f93318ea25
RETIRED,canonical\cleanup_report.json,"Evidence, inventory, or historical decision context",canonical\cleanup_report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,30d5766039b0cf36e0c898487388207f4df1c8216a21a829800396a98c8bbb67
RETIRED,canonical\final_audit.json,"Evidence, inventory, or historical decision context",canonical\final_audit.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,a232bce1adbd40309940d1f753a53bbbd93dd39d7780e20e792efc62b274a778
RETIRED,canonical\fix_brain.py,Cognitive/brain capability,canonical\fix_brain.py,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e9d4a6bce818b46ce1b18fce41e823e26f44b9669be0a89aaeee9a42a607052c
RETIRED,canonical\fix_indent.py,Historical installation/migration procedure,canonical\fix_indent.py,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,721225333d7d73e1b39785efca8b5192b59dc3100c38a30a84bb192166a1d1e9
RETIRED,canonical\run_all.ps1,Historical installation/migration procedure,canonical\run_all.ps1,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,46c7a9f06e3f97b31b0a5b22957d2b4697887ade324e17219ce523c85d300d59
RETIRED,canonical\system_manifest.json,"Evidence, inventory, or historical decision context",canonical/system_manifest.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,74df0b64e0ef8c6181d20629045f29ddd124318a93e2ffa97781a91445298521
RETIRED,canonical\analytics\customer-lifetime-value.json,Structured state/data/report material,canonical/analytics/customer-lifetime-value.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,0c64d9386a42a8ec357c941e3eb67cf5ade51e461a0809e5614530bbf5b25774
RETIRED,canonical\analytics\inventory-summary.json,Structured state/data/report material,canonical/analytics/inventory-summary.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,d0dad108d0e254cde418153ae58dcee1f31810575f22afc477205aad397cafa2
RETIRED,canonical\analytics\revenue-by-market.json,Structured state/data/report material,canonical/analytics/revenue-by-market.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,c5a5f61edfb646b34988fb8da1b394b087ba35d4c6ac0447e3cff9c9ea0d4b88
RETIRED,canonical\analytics\sales-summary.json,Structured state/data/report material,canonical/analytics/sales-summary.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,7f49879768bd7185833cf7ab93b405e497c7100285b448abf560c27af0e48676
RETIRED,canonical\analytics\top-products.json,Structured state/data/report material,canonical/analytics/top-products.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,ce4284c5b9262d18d1d6eb1edc8699bc6e9e56ffeb55558c4334406fe2754111
RETIRED,canonical\app\layout.tsx,Executable source or utility,canonical\app\layout.tsx,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,226978f2ec66013be077cbbf49b1486a9eefbd38bad99206fde1b8e92c384734
RETIRED,canonical\app\page.tsx,Executable source or utility,canonical\app\page.tsx,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,25698220d0ee92427ebdbf603678ab498fcd5aeef4250355f3c20d5d14cee839
RETIRED,canonical\business\global_specs.json,Structured state/data/report material,canonical\business\global_specs.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,dcd9b59b25bbf0151a94cb655123778213e74243bc1a9c38307b9d43ea420223
RETIRED,canonical\business\markets.json,Structured state/data/report material,canonical\business\markets.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,ccc7ba77e3b51b34d6ff3ea432c5324bfe92a5ba5a22d48845c7b0fb5add8bff
RETIRED,canonical\business\quality_specs.json,Structured state/data/report material,canonical\business\quality_specs.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,baa35bc4b52869833605f39201683055aa4b6d1f53e5445bcdff7390d8674eb8
RETIRED,canonical\crm\crm-automation-v1.json,Structured state/data/report material,canonical\crm\crm-automation-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,70e7e09c757d83a67ec01734867d6d43a37fc45228670c93e19b7d3baeb94884
RETIRED,canonical\crm\customer-analytics-v1.json,Structured state/data/report material,canonical\crm\customer-analytics-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,ffcfe66d94660f32e974e0174c554dafd6474cae1a1bdc6f1ca62c67e8647af0
RETIRED,canonical\crm\customer-flow-v1.json,Structured state/data/report material,canonical\crm\customer-flow-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,6f8ae8e5fe1f20b5c0df50793563199dd96b35fa7531d3d4c42f7522bafe5930
RETIRED,canonical\crm\customers.json,Structured state/data/report material,canonical/crm/customers.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,d817694d93b3474a105c5752bf56e5f6d50c58b22d4183b58c26346f6631572d
RETIRED,canonical\crm\interactions.json,Structured state/data/report material,canonical/crm/interactions.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,e110657c792cf080490a529b5e6ce709a03ed3700ff10658be96fc94e4f1f1f7
RETIRED,canonical\crm\opportunities.json,Structured state/data/report material,canonical/crm/opportunities.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,7a6d1ab6a6cc3a6fe256bef9d5e7575da75da740879ad4c864f6b5803c7acb97
RETIRED,canonical\crm\opportunity-model.json,Structured state/data/report material,canonical\crm\opportunity-model.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,5266ca8867362f9747204c17fc0fbf8226d2df7af5ea4fcb8f0a9a31ef812d82
RETIRED,canonical\data\administration-master.json,Structured state/data/report material,canonical\data\administration-master.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RETIRED,canonical\data\certificates.json,Structured state/data/report material,canonical/data/certificates.json,NONE,ACTIVE_EQUIVALENT,NORMAL,MERGED,Same-role canonical path exists; code symbols/critical brain and Intelligence surfaces independently checked where executable.,af6e16e67750ec354e4e7c3d64c10f2c3d3d74a8f6ebcc35980b682bcee03e9b
